line_number,confidence,issue_count,first_issue_line,computed_from_answer,written_in_answer,difference,question,answer
6660,low,1,Her bir pastanın maliyeti ise 12 dolar malzeme maliyeti / 2 pasta = 6 dolar malzeme maliyeti + 1 dolar ambalaj maliyeti = 7 dolar,6.0,7.0,1.0,Andy doğum günü pastaları pişirip satmaktadır. İki pasta yapmak için malzemelere 12 dolar ve her bir pastanın ambalajına 1 dolar harcıyor. Andy her bir pastayı 15$'a satıyor. Andy her bir pasta için ne kadar para kazanıyor?,"Andy her bir pasta için 15 dolar gelir elde ediyor. Her bir pastanın maliyeti ise 12 dolar malzeme maliyeti / 2 pasta = 6 dolar malzeme maliyeti + 1 dolar ambalaj maliyeti = 7 dolar. Dolayısıyla, Andy her bir pastadan 15 - 7 = 8 dolar kar ediyor."
6723,medium,1,Toplam: 2332.8 + 93.312 = 2426.112 dolar,95644.8,2426.112,93218.68800000001,Adam'ın babası bankaya 2000 dolar yatırmıştır. Yıl boyunca ödenen %8 faiz alır ve yatırıldığı anda faizi çeker.  Adam'ın babasının 2 buçuk yıl sonra yatırdığı para ve aldığı faiz dahil ne kadar parası olacaktır?,"Adam'ın babasının 2.5 yıl sonra kazandığı toplam para ve faiz şu şekilde hesaplanabilir:

1. yıl sonu:
2000 dolar + %8 faiz = 2000 x 0.08 = 160 dolar faiz
Toplam: 2000 + 160 = 2160 dolar

2. yıl sonu:
2160 dolar + %8 faiz = 2160 x 0.08 = 172.8 dolar faiz
Toplam: 2160 + 172.8 = 2332.8 dolar

0.5 yıl sonu:
2332.8 dolar + %4 faiz (yarım yıl için): = 2332.8 x 0.04 = 93.312 dolar faiz
Toplam: 2332.8 + 93.312 = 2426.112 dolar

Sonuç olarak, 2.5 yıl sonra Adam'ın babasının toplam parası 2426.112 dolar olacaktır."
6750,medium,1,Toplam meyve sayısı = 6 portakal + 4 elma + 12 muz + 6 şeftali = 18 meyve.,28.0,18.0,10.0,Bir meyve sepetinde altı portakal vardır. Portakaldan iki tane daha az elma vardır.  Elmanın üç katı kadar muz ve muzun yarısı kadar şeftali var.  Meyve sepetinde kaç adet meyve vardır?,"Meyve sepetinde toplam 18 meyve vardır. İşte hesaplama:

1. 6 portakal var.
2. Portakaldan iki daha az elma var, yani 4 elma.
3. Elmanın üç katı kadar muz var, yani 12 muz (3 * 4).
4. Muzun yarısı kadar şeftali var, yani 6 şeftali (12 / 2).

Toplam meyve sayısı = 6 portakal + 4 elma + 12 muz + 6 şeftali = 18 meyve."
6819,low,1,Sütlü çaylar için toplam maliyet: 3 x 3$ = 3$,9.0,3.0,6.0,"Üç arkadaş film izlemeye gittiler. Mitch biletlerin her biri için 7$ ödedi. Öte yandan, Jam 2 kutu patlamış mısır için 1,5$ öderken, Jay 3 bardak sütlü çay için 3$ ödedi. Eğer üçü toplam harcamaları paylaşacaksa, her biri ne kadar katkıda bulunmalıdır?","Biletler için toplam maliyet: 3 x 7$ = 21$
Mısır için toplam maliyet: 2 x 1,5$ = 3$
Sütlü çaylar için toplam maliyet: 3 x 3$ = 3$
Toplam maliyet: 21$ + 3$ + 3$ = 27$

Her biri paylaşacakları için: 27$ / 3 = 9$

Her biri 9$ katkıda bulunmalıdır."
6850,medium,1,33.0693 - 39 = -5.9307 pound.,-5.930700000000002,5.9307,11.861400000000001,Arthur'un 3 köpeği var. Haftada ortalama 15 kilo yemek yiyorlar. Köpeklerden biri haftada 13 pound yiyor. İkincisi bunun iki katını yiyor. Üçüncü köpek haftada ne kadar yiyor?,"İlk köpek 13 pound yiyor.
İkinci köpek bunun iki katını, yani 26 pound yiyor.

Toplamda 13 + 26 = 39 pound oluyor.
1 kilo yaklaşık 2.20462 pound olduğuna göre,
15 kilo x 2.20462 = yaklaşık 33.0693 pound eder.

Arthur'un köpekleri haftada toplam ortalama 33.0693 pound yiyorlar.

Üçüncü köpeğin yediği miktar:
33.0693 - 39 = -5.9307 pound.

Bu eksik miktar, verilen değerlerde bir hata olabileceğini gösterir. Lütfen değerleri tekrar kontrol edin."
6853,medium,1,3.75 pound / 0.625 pound/tabak = 6 tabak,0.006,6.0,5.994,"Hasan yeni bir iş için ülkenin diğer ucuna taşınacağı için evini toparlıyor. Yeni evine birkaç kutu göndermesi gerekiyor. Nakliyeciler Hasan'dan herhangi bir karton kutuya belirli bir ağırlıktan fazlasını koymamasını istedi. Nakliye şirketi Hasan'a, bir paketin çok ağır olması durumunda onu uyaracak dijital bir tartı temin etmiştir. Hasan mutfaktadır ve bir karton kutuyu 38 yemek tabağıyla doldurur. Kutuyu kontrol ettiğinde, tartı kutunun çok ağır olduğunu bildirir. Hasan tabakların her birinin 10 ons ağırlığında olduğunu bilmektedir. Kutudan tek bir tabak çıkarır ve nakliyecilerin tartısını tekrar kontrol eder. Tartı kutunun hâlâ çok ağır olduğunu bildirir. Hasan bu işlemi tekrar tekrar yapar. Yeterince tabak çıkardığında, nakliyecilerin tartısı kutunun artık nakliye için kabul edilebilir bir ağırlıkta olduğunu gösterir. Hasan, kantar kutunun çok ağır olduğunu söylemeden önce her bir nakliye kutusunun 20 pound alabileceği sonucuna varır.  Hasan'ın nakliye kutusundan kaç tabak çıkarması gerekiyordu?","Hasan'ın her tabak 10 ons (0.625 pound) olduğuna göre, kutudaki tabakların toplam ağırlığını hesaplayabiliriz. Başlangıçta 38 tabak var ve her biri 0.625 pound:

38 tabak x 0.625 pound/tabak = 23.75 pound

Kutunun kabul edilebilir bir ağırlıkta olduğu en yüksek değerin 20 pound olduğunu biliyoruz. Kaç tabak çıkarması gerektiğini bulmak için, 23.75 pound - 20 pound farkını ve her tabak başına ağırlığı kullanarak çıkarılması gereken tabak sayısını hesaplayalım:

23.75 pound - 20 pound = 3.75 pound

Her tabak 0.625 pound olduğuna göre, kaç tabak çıkarılması gerektiğini bulmak için:

3.75 pound / 0.625 pound/tabak = 6 tabak

Hasan'ın kutudan 6 tabak çıkarması gerekiyor."
6865,low,1,34 dolar / 19 diş = 1.79 dolar (yaklaşık olarak),1.7894736842105263,1.79,0.000526315789473708,"Grant'in 20 süt dişinin hepsi döküldü ve diş perisinden toplam 54 dolar aldı. Okuldan eve dönerken düşürdüğü ve yanlışlıkla yuttuğu bir dişi hariç, her diş kaybettiğinde diş perisi için yastığının altına koydu. Diş perisi, Grant ilk dişini kaybettiğinde ona 20 dolar bıraktı. İlk dişinden sonra her diş için eşit para verildiği varsayılırsa, diş perisi ona diş başına ne kadar bırakmıştır?","Grant'in toplam 20 süt dişi vardı ve hepsi döküldü. İlk dişi için 20 dolar aldı, diğer 19 diş için toplamda 54 - 20 = 34 dolar aldı. Geriye kalan her diş için aldığı miktar eşit olduğuna göre, bu miktarı bulmak için 34 doları 19 dişe böleriz:

34 dolar / 19 diş = 1.79 dolar (yaklaşık olarak)

Diş perisi, Grant'e ilk diş hariç her diş için yaklaşık 1.79 dolar bırakmıştır."
6878,low,2,"Dolayısıyla, gereken ek kazanç: 150 $ - 837.27 $ = -687.27 $ (Bu hesap teorik olarak yeterli olur).",-687.27,687.27,1374.54,"LaKeisha bir kitap koleksiyonu için para toplamak amacıyla çimleri biçiyor. Çimlerin her metrekaresi için 10 dolar alıyor. Kitap seti 150 dolara mal oluyor. Halihazırda üç adet 20 x 15 fit çim biçmişse, kitap seti için yeterli parayı kazanmak için kaç fit kare daha biçmesi gerekir?","Öncelikle, Halihazırda biçtiği çimlerin toplam alanını hesaplayalım:

Her çim alanı: 20 ft x 15 ft = 300 ft²

Toplam üç çim alanı: 3 x 300 ft² = 900 ft²

Elde ettiği kazanç: 900 ft² x 10 $/m² = 9000 $ (Ancak burada yaklaşık 0.092903 m²/ft² dönüşüm faktörünü dikkate almalıyız.)

9000 $ x 0.092903 ≈ 837.27 $

Kitap seti: 150 $

Dolayısıyla, gereken ek kazanç: 150 $ - 837.27 $ = -687.27 $ (Bu hesap teorik olarak yeterli olur).

Bir şey düzeltilmelidir. Burada doğru ölçmemiz gereken birimlerin fit değil metrekare olduğunu düzeltmeliyiz:

Mevcut her metrekaresini biçmenin kazancı 10$ ve 150$ kitap seti olduğuna göre 15 metrekare daha biçiyor:

150 $ / 10$ = 15 metrekare.

Bu kadar fit  karede hesaplamak gerekirse:

1 m² = 10 x 10.764 = 107.64 ft²

15 m²*107.64 = 1614.60 ft²

Sonuç olarak:

Kitap seti için 1.614,60 fit kare biçmelidir."
6890,medium,1,970.462 pound - 300 pound = 670.462 pound,970162.0,670462.0,299700.0,"Bobby 13 yaşında 300 pound deadlift yapabiliyor.  18 yaşına geldiğinde, önceki ağırlık kaldırışının %250'sinden 100 kilo daha fazla ağırlık kaldırabiliyor.  Yılda kaç kilo eklemiştir?","Bobby'nin 18 yaşına geldiğinde kaldırabildiği ağırlık miktarı:

300 pound * 2.5 + 100 kg

Öncelikle, kilogram ve pound dönüşümünü kullanmalıyız (1 kilogram ≈ 2.20462 pound).

100 kilogram ≈ 100 * 2.20462 ≈ 220.462 pound

O zaman, kaldırdığı toplam ağırlık miktarı:

300 * 2.5 + 220.462 ≈ 750 + 220.462 ≈ 970.462 pound

Bobby 18 yaşında yaklaşık 970.462 pound kaldırabiliyor.

Ağırlık artışı ise:

970.462 pound - 300 pound = 670.462 pound

Bunu yıllık artışa bölmek için, 5 yıllık bir zaman dilimi olduğunu dikkate alalım:

670.462 pound / 5 yıl ≈ 134.0924 pound/yıl

Bobby yılda yaklaşık 134.1 pound eklemiştir."
6938,medium,1,(33 litre / 275 km) * 100 km = 12 litre/100 km.,12.0,0.12,11.88,John'un arabasının deposu dolu: 47 litre benzin içeriyor. 275 km'lik bir yolculuktan sonra geriye 14 litre kalmıştır. Bu arabanın 100 km'deki yakıt tüketimi nedir?,"John’un arabası 275 km'lik bir yolculukta 33 litre benzin tüketmiştir (47 litre - 14 litre). Yakılan yakıt miktarı 275 km için 33 litredir.

Bu durumda tüketimi hesaplamak için:
(33 litre / 275 km) * 100 km = 12 litre/100 km.

Yani arabanın 100 km'deki yakıt tüketimi 12 litredir."
6996,medium,1,Bu süre içinde indirebileceği şarkı sayısı 1800 saniye / 0.25 saniye = 720 şarkıdır,7200.0,720.0,6480.0,Julia'nın internet hızı 20 MBps (saniye başına megabayt). Şarkı başına düşen boyut 5MB ise yarım saatte kaç şarkı indirebilir?,"Julia'nın internet hızı 20 MBps ve şarkı başına düşen boyut 5 MB olduğuna göre, bir şarkıyı indirme süresi 5 MB / 20 MBps = 0.25 saniyedir. Yarım saatte (30 dakika) toplam saniye sayısı 30 * 60 = 1800 saniyedir. Bu süre içinde indirebileceği şarkı sayısı 1800 saniye / 0.25 saniye = 720 şarkıdır. Julia, yarım saatte 720 şarkı indirebilir."
7124,medium,1,"Dolayısıyla, 24,25$ = 24$ + 0,25$ = (24 * 4) + 1 = 96 + 1 = 97 çeyreklik.",24.25,97.0,72.75,"Phil güne 40 dolarla başladı. Bir dilim pizzayı 2,75$'a, bir gazozu 1,50$'a ve bir kot pantolonu 11,50$'a satın aldı.  Eğer ilk parasından geriye çeyrekliklerden başka bir şey kalmadıysa, şu anda kaç çeyrekliği vardır?","Phil'in yaptığı harcamalar:
- Pizza: 2,75$
- Gazoz: 1,50$
- Kot pantolon: 11,50$

Toplam harcama: 2,75 + 1,50 + 11,50 = 15,75$

Başlangıç parası: 40$
Kalan para: 40 - 15,75 = 24,25$

Bu miktar çeyrekliklerle olduğuna göre, 1$ = 4 çeyreklik eder.

Dolayısıyla, 24,25$ = 24$ + 0,25$ = (24 * 4) + 1 = 96 + 1 = 97 çeyreklik.

Sonuç olarak, Phil'in şu anda 97 çeyreklik vardır."
7282,medium,3,- Susan: \( \frac{1500}{1+1+3} \times 1 = 300 \) çıkartma,1504.0,300.0,1204.0,"Mary 1500 çıkartmadan oluşan bir paket satın aldı. Bunları sırasıyla Susan, Andrew ve Sam arasında 1:1:3 oranında paylaştırdı. Eğer Sam kendi payının üçte ikisini Andrew'a verdiyse, Andrew'un şu anda kaç çıkartması vardır?","Başlangıçta, toplam 1500 çıkartmayı 1:1:3 oranında paylaştırarak bölüştürelim:

- Susan: \( \frac{1500}{1+1+3} \times 1 = 300 \) çıkartma
- Andrew: \( \frac{1500}{1+1+3} \times 1 = 300 \) çıkartma
- Sam: \( \frac{1500}{1+1+3} \times 3 = 900 \) çıkartma

Daha sonra, Sam kendi payının üçte ikisini Andrew'a veriyor:
- Sam: \( \frac{900 \times 2}{3} = 600 \) çıkartmayı Andrew'a verir.
- Sam'de kalan çıkartma: \( 900 - 600 = 300 \)

Andrew'un nihai çıkartma sayısını bulalım:
- Başlangıçta Andrew'un çıkartma sayısı: 300
- Sam'in verdiği çıkartma sayısı: 600
- Toplam Andrew'un çıkartma sayısı: \( 300 + 600 = 900 \)

Sonuç olarak, Andrew'un şu anda 900 çıkartması vardır."
7301,medium,1,-5 + 10 - 2 + 4 = +7,17.0,7.0,10.0,"Frank yeni bir dans hareketi çalışıyor.  Önce 5 adım geri gidiyor, sonra 10 adım ileri gidiyor, sonra 2 adım geri gidiyor, sonra da bunun iki katı ileri gidiyor.  Frank başlangıç noktasından kaç adım ileridedir?","Frank başlangıç noktasında:

- 5 adım geri gidiyor: -5
- 10 adım ileri gidiyor: +10
- 2 adım geri gidiyor: -2
- Bunun iki katı ileri gidiyor (2 * 2): +4

Toplamda:

-5 + 10 - 2 + 4 = +7

Frank başlangıç noktasından 7 adım ileridedir."
7405,medium,1,"C(21, 3) = \(\frac{21 \cdot 20 \cdot 19}{3 \cdot 2 \cdot 1} = 1330\)",5320.0,1330.0,3990.0,Bir sınıfta 9 erkek ve 12 kız vardır. Öğretmenin sınıf etkinliği için üç üyeli gruplar oluşturması gerekiyor. Kaç grup oluşturulur?,"Toplamda 21 öğrenci var ve üç üyeli gruplar oluşturulacak. Kaç farklı grup oluşturulacağını bulmak için kombinasyon formülünü kullanmalıyız.

C(21, 3) = \(\frac{21!}{3!(21 - 3)!} = \frac{21!}{3! \cdot 18!}\)

Bu hesaplamayı yaparak:

C(21, 3) = \(\frac{21 \cdot 20 \cdot 19}{3 \cdot 2 \cdot 1} = 1330\)

Bu durumda 1330 farklı grup oluşturulabilir."
7422,medium,1,120 pound × 0.4536 = 54.432 kilogram,54.432,54432.0,54377.568,Parker spor salonuna gitti ve halter için ayarlanmış 4 adet 20 poundluk dambıl buldu. Düzeneğe iki dambıl daha ekledi ve egzersizlerine başladı. Parker egzersizleri için kaç kiloluk dambıl kullanıyor?,"Parker başlangıçta halter setinde 4 adet 20 poundluk dambıl buldu. İki adet daha eklediğinde toplamda 6 adet 20 poundluk dambıl olmuş olur.

Halter setindeki toplam ağırlığı hesaplamak için:
6 dambıl × 20 pound = 120 pound

1 pound yaklaşık olarak 0.4536 kilogramdır. Bu nedenle, toplam ağırlığı kilogram cinsinden hesaplamak için:
120 pound × 0.4536 = 54.432 kilogram

Parker, egzersizleri için yaklaşık 54.4 kilogramlık dambıl kullanıyor."
7494,medium,1,Toplam: 10 + 6 + 10 = 24 hediye,26.0,24.0,2.0,Cherrie 5 arkadaşı için Noel hediyesi almak istiyor. Arkadaşlarından 2'si 5 hediye isterken diğer 3 arkadaşı da kendileri için 2 hediye ister. Cherrie devam eder ve onları satın alır ve rastgele 10 hediye daha alarak onları daha da şaşırtmaya karar verir. Cherrie toplamda kaç hediye almıştır?,"Cherrie toplamda 24 hediye almıştır.

Hediyeleri şu şekilde hesaplayabiliriz:
- İlk 2 arkadaşı için: 2 x 5 = 10 hediye
- Diğer 3 arkadaşı için: 3 x 2 = 6 hediye
- Ekstra olarak: 10 hediye
  Toplam: 10 + 6 + 10 = 24 hediye"
7537,medium,2,"Luri'nin oynatıcısında 20 / 3 = 6.66, yani yaklaşık 7 şarkı vardır",6.666666666666667,6.66,0.006666666666666821,"Gabriel ve Luri'nin 100 şarkı depolayabilen birer taşınabilir medya oynatıcısı vardır. Gabriel'in oynatıcısında 20 şarkı varken Luri'nin 3 katı kadar şarkısı var. Luri, oynatıcısına Gabriel'in ekleyebileceğinden kaç tane daha az şarkı ekleyebilir?","Luri'nin oynatıcısında 20 / 3 = 6.66, yani yaklaşık 7 şarkı vardır. Luri, oynatıcısına 100 - 7 = 93 şarkı ekleyebilir.

Gabriel 100 - 20 = 80 şarkı ekleyebilir.

Luri, Gabriel'den 80 - 93 = 13 şarkı daha az ekleyebilir."
7561,low,2,"\( x = \frac{150 \times 3}{2 \times 1,5} = \frac{450}{3} = 100 \).",337.5,150.0,187.5,"Kenny, bir eğlence parkına 100 dolar değerinde bir bilet almak için Pokemon kartlarını satıyor. Bir kart koleksiyonu var ve onları tanesi 1,5 dolardan satmayı planlıyor. Kartların 1/3'ünü elinde tutuyor ve lunaparka 50$ nakit parayla gidebiliyor. Kaç kartla başlamıştı?","Kenny, Pokemon kartlarını tanesi 1,5 dolardan satarak 100 dolar değerinde bir bilet almak ve lunaparka 50 dolar nakit parayla gitmek istiyor. Bu durumda, toplam 150 dolarlık bir gelir elde etmesi gerekiyor.

Kartlarının 1/3'ünü elinde tutuyorsa, kartlarının 2/3'ünü satmış olacaktır. Bu bilgileri kullanarak denklem kurabiliriz.

1. Kart sayısını x olarak belirleyelim.
2. Satılacak kart sayısı \( \frac{2}{3}x \).
3. Satılan kartların toplam değeri \( \frac{2}{3}x \times 1,5 = 150 \).

Bu denklemi çözerek x'in değerini bulabiliriz.

\( \frac{2}{3}x \times 1,5 = 150 \).

\( x = \frac{150 \times 3}{2 \times 1,5} = \frac{450}{3} = 100 \).

Kenny'nin başlangıçta 100 kartı vardı."
7592,low,1,"48 litre / 3,78541 = yaklaşık 12,68 galon",12.68026448918347,12.68,0.0002644891834702179,"Partiden geriye 10 litre çay kalmıştır. Dört öğrencinin her biri 1,5 litre çay içti ve 16 öğrencinin her biri 2 litre çay içti. Partinin başında kaç galon çay vardı?","1 galon yaklaşık 3,78541 litreye eşittir. Hesaplama yapmadan önce galona çevrilmesi gerektiğini not edelim.

Öncelikle, içilen toplam çay miktarını hesaplayalım:
- Dört öğrenci 1,5 litre çay içti: 4 * 1,5 = 6 litre
- On altı öğrenci 2 litre çay içti: 16 * 2 = 32 litre

Toplam içilen çay miktarı: 6 + 32 = 38 litre

Geriye 10 litre kalmıştı, yani partinin başındaki toplam çay miktarı: 38 + 10 = 48 litre

Son olarak, 48 litreyi galona çevirelim:
48 litre / 3,78541 = yaklaşık 12,68 galon

Partinin başında yaklaşık 12,68 galon çay vardı."
7696,low,1,\[ \text{2000 dolar} \times \frac{4}{5} = 1600 \text{ dolar} \],0.8,1600.0,1599.2,"Bir kuyumcu dükkanında altın bir mücevherin fiyatı elmas bir mücevherin fiyatının 4/5 katıdır. Gümüş bir mücevherin fiyatı altın fiyatından 400$ daha azdır. Eğer bir elmas mücevher 2000 dolar ise, üç mücevherin toplam fiyatını bulunuz.","Elmas mücevherin fiyatı 2000 dolar.

Altın mücevherin fiyatı:
\[ \text{2000 dolar} \times \frac{4}{5} = 1600 \text{ dolar} \]

Gümüş mücevherin fiyatı:
\[ \text{1600 dolar} - 400 \text{ dolar} = 1200 \text{ dolar} \]

Üç mücevherin toplam fiyatı:
\[ \text{2000 dolar} + \text{1600 dolar} + \text{1200 dolar} = 4800 \text{ dolar} \]

Üç mücevherin toplam fiyatı 4800 dolardır."
7720,medium,1,40 kilo/gün 𐌹 5 gün = 200 kilo,8.0,200.0,192.0,"Ben Amca'nın dört atı var. Her at öğün başına beş kilo yulaf tüketebiliyor. Atlarını günde iki kez besliyor. Bir torba 50 pound yulaf içeriyorsa, atlarını beş gün boyunca beslemek için kaç torba yulafa ihtiyacı vardır?","Ben Amca'nın dört atı var ve her biri öğün başına beş kilo yulaf tüketiyor. Atlarını günde iki kez beslediğine göre:

4 at 𐌹 5 kilo/at/öğün 𐌹 2 öğün = 40 kilo/gün
Beş gün boyunca toplam yulaf tüketimi:
40 kilo/gün 𐌹 5 gün = 200 kilo

Bir torba 50 pound (yaklaşık 22.68 kilo) yulaf içeriyor. Bu yüzden,
200 kilo yulaf / 22.68 kilo/torba ≈ 8.82 torba
Tam torba gerektiği için, 9 torba yulafa ihtiyacı vardır."
7722,medium,1,(-48 + 21 - 3) / 3 = -30 / 3 = -10 Fahrenheit derecedir.,-10.0,10.0,20.0,Southlandia'da şimdiye kadar kaydedilen en yüksek sıcaklık -48 Fahrenheit derecedir. Northlandia'da şimdiye kadar kaydedilen en yüksek sıcaklık 21 Fahrenheit derecedir. Midlandia'da kaydedilen en yüksek sıcaklık -3 Fahrenheit derecedir. Bu 3 ülkenin ortalama en yüksek sıcaklığı nedir?,"Bu 3 ülkenin ortalama en yüksek sıcaklığı şu şekildedir:

(-48 + 21 - 3) / 3 = -30 / 3 = -10 Fahrenheit derecedir."
7726,medium,1,"Bu durumda, her bir tıraş bıçağı 2,00$ / 16 = 0,125$ (12,5 sent) olur.",0.125,125.0,124.875,"Heather'ın tıraş bıçakları bir pakette 4 adettir ve paket başına 4,00$'dır.  Şu anda bir alana bir bedava kampanyası var.  Ayrıca 2,00$'lık bir kuponu da var.  İndirimden sonra 2 paket tıraş bıçağı alırsa her bir tıraş bıçağı sent olarak ne kadara mal olur?","Heather, bir paket tıraş bıçağını 4,00$'a alır. Bir alana bir bedava kampanyasından dolayı 2 paket aldığı takdirde toplamda 4 paket tıraş bıçağına sahip olur, ancak bu 4 paket için sadece 4,00$ öder.

Daha sonra Heather, 2,00$'lık kuponunu kullanır. Bu da toplam maliyeti 4,00$ - 2,00$ = 2,00$ yapar.

Heather'ın sahip olduğu 4 paket tıraş bıçağında her paket 4 tıraş bıçağı içerir. Toplamda 4 paket × 4 tıraş bıçağı/paket = 16 tıraş bıçağına sahip olur.

Toplam 2,00$ ödemiş ve 16 tıraş bıçağına sahip olmuş. Bu durumda, her bir tıraş bıçağı 2,00$ / 16 = 0,125$ (12,5 sent) olur.

Sonuç olarak, indirimden sonra her bir tıraş bıçağı 12,5 sente mal olur."
7731,low,1,"\[ 70 \text{ fit} \times 0,3048 \text{ m/fit} = 21,336 \text{ metre} \]",21.336000000000002,21336.0,21314.664,"James, doğum günü partisi için arka bahçesindeki çitlere krepon kâğıdından flamalar asmak istiyor. Arka bahçe çiti, uzun kenarı 20 fit ve kısa kenarı 15 fit olan bir dikdörtgendir. James'in kaç metre krepon kağıdı satın alması gerekir?","Arka bahçe çiti bir dikdörtgen olduğundan, çevresi şu şekilde hesaplanır:
\[ \text{Çevre} = 2 \times (\text{Uzun Kenar} + \text{Kısa Kenar}) \]

Bu durumda:
\[ \text{Çevre} = 2 \times (20 \text{ fit} + 15 \text{ fit}) \]
\[ \text{Çevre} = 2 \times 35 \text{ fit} \]
\[ \text{Çevre} = 70 \text{ fit} \]

1 fit, yaklaşık 0,3048 metreye eşittir. Bu nedenle, 70 fit'in metre cinsinden karşılığını bulmak için:
\[ 70 \text{ fit} \times 0,3048 \text{ m/fit} = 21,336 \text{ metre} \]

James'in yaklaşık 21,34 metre krepon kağıdı satın alması gerekir."
7792,medium,1,30 - 25 - (geçen araç sayısı) = 0,5.0,0.0,5.0,"Arabalar otoyolda sıraya girmiştir. Trafik sıkışıklığının ilk 15 dakikasında arabaların bir kısmı geçerken, sıkışıklığın kalan 15 dakikasında 20 araba daha geçmektedir. Sıradaki araçlardan 5'i trafik sıkışıklığından geçmek zorunda kalmamak için çıkışa yönelir. Otoyolda başlangıçta 30 araç varsa, ilk 15 dakikada trafik sıkışıklığından kaç araç geçmiştir?","İlk 15 dakikada kaç araç geçtiğine dair net bir bilgi verilmediği için sadece net değerlendirme yapılabilir. Başlangıçta 30 araç vardı, 15 dakikada bir kısmı geçti, ardından 20 araç daha geçti ve son olarak 5 araç çıkışa yöneldi.

Başlangıçta 30 araç vardı, kalan araç sayısını hesap edelim:
30 - (geçen araç sayısı) - 20 - 5 = 0

Bu denklemi çözmek için:
30 - 25 - (geçen araç sayısı) = 0
geçen araç sayısı = 5

Yani, ilk 15 dakikada 5 araç geçmiş olmalıdır."
7798,medium,1,4 düzine yumurta + 2 yumurta = 48 yumurta + 2 yumurta = 50 yumurta.,6.0,50.0,44.0,"Rozanne ailesi için eggnog yapıyor. Kutularda bulunan 4 düzine yumurtayı ve dolapta duran diğer 2 yumurtayı kullanıyor. Her biri 5 bardak eggnog alabilecek tepsiler koyuyor. Her bardağa 5 yumurta gerekiyorsa, Rozanne kaç tepsi koyabilir?","Öncelikle, Rozanne'ın sahip olduğu toplam yumurta sayısını hesaplayalım:
4 düzine yumurta + 2 yumurta = 48 yumurta + 2 yumurta = 50 yumurta.

Her bir bardağa 5 yumurta gerektiği için, toplamda kaç bardak eggnog yapabileceğini hesaplayalım:
50 yumurta / 5 yumurta/bardak = 10 bardak eggnog.

Her bir tepsi 5 bardak eggnog aldığına göre, kaç tepsi gerektiğini hesaplayalım:
10 bardak / 5 bardak/tepsi = 2 tepsi.

Rozanne iki tepsi eggnog koyabilir."
7818,low,1,Faiz = 300 $ × 0.3333 × 3 = 300 $ × 1 = 300 $,299.96999999999997,300.0,0.03000000000002956,"Brenda, her yıl orijinal tutarın dörtte üçü oranında basit faiz biriktiren bir plana 300 $ yatırmıştır. Üç yıl sonra toplam ne kadar parası olacaktır?","Basit faiz formülünü kullanarak cevabı hesaplayabiliriz:

1. Faiz oranı: 4/3 = 1/3 = 0.3333 (yılda %33.33)
2. Yatırılan tutar (anapara): 300 $

Üç yıl için basit faiz hesaplaması:

Faiz = Anapara × Faiz Oranı × Süre
Faiz = 300 $ × 0.3333 × 3 = 300 $ × 1 = 300 $

Toplam para:
Toplam = Anapara + Faiz
Toplam = 300 $ + 300 $ = 600 $

Üç yılın sonunda Brenda'nın 600 $ parası olacaktır."
7845,low,1,"2250 pound × 0,453592 = 1020 kg",1020.582,1020.0,0.5819999999999936,"Bir çiftçi atları için yem satın alıyor. Çeşitli saman, yulaf, havuç ve küp şeker satın alır. Küp şeker nadir bulunan bir yiyecek olduğundan, tüm ahır için sadece iki adet 1 kiloluk kutu satın alır. Sadece sebzeler tazeyken atları beslemeye yetecek kadar havuç istiyor, bu yüzden dört adet 12 kiloluk torba satın alıyor. Saman, atlarının ana besinidir, bu yüzden kırk iki adet 75 kiloluk balya satın alır. Yulaf, samanı desteklemek için temel bir gıda maddesi olduğundan yirmi adet 65 kiloluk çuval satın alıyor. Çiftlik kamyonu bir seferde 2250 pound taşıyabiliyorsa, çiftçinin tüm yemi taşımak için kaç sefer yapması gerekir?","Öncelikle her bir yem türünün toplam ağırlığını hesaplayalım:

1. Küp şeker: 2 kutu × 1 kg = 2 kg
2. Havuç: 4 torba × 12 kg = 48 kg
3. Saman: 42 balya × 75 kg = 3150 kg
4. Yulaf: 20 çuval × 65 kg = 1300 kg

Toplam ağırlık = 2 kg + 48 kg + 3150 kg + 1300 kg = 4500 kg

Çiftlik kamyonunun taşıma kapasitesi 2250 pound. 1 pound = 0,453592 kg olduğuna göre, kamyonun taşıma kapasitesini kilogram cinsinden hesaplayalım:

2250 pound × 0,453592 = 1020 kg

Toplam 4500 kg yemi taşımak için gereken sefer sayısını bulmak için toplam ağırlığı taşıma kapasitesine bölelim:

4500 kg / 1020 kg ≈ 4,41

Tam sefer sayısı gerektiğinden dolayı, çiftçinin 5 sefer yapması gerekir."
